# Forces      
# CofR        : (0.000000e+00 0.000000e+00 0.000000e+00)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
32.79         	((4.713161e-02 -1.572994e-06 1.118820e-22) (1.564901e-02 2.796059e-07 -2.889092e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501372e-21 -3.115426e-21 -5.212507e-14) (1.495848e-24 -2.831694e-22 1.367709e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.8          	((4.713095e-02 -1.644852e-06 1.118969e-22) (1.564884e-02 2.705717e-07 -2.888197e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501322e-21 -3.115385e-21 -5.249464e-14) (1.466026e-24 -2.831650e-22 1.371356e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.81         	((4.713028e-02 -1.713211e-06 1.119119e-22) (1.564867e-02 2.614506e-07 -2.887295e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501273e-21 -3.115345e-21 -5.286838e-14) (1.436173e-24 -2.831606e-22 1.374911e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.82         	((4.712962e-02 -1.781797e-06 1.119270e-22) (1.564849e-02 2.522617e-07 -2.886394e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501223e-21 -3.115304e-21 -5.323254e-14) (1.406326e-24 -2.831562e-22 1.378372e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.83         	((4.712895e-02 -1.848574e-06 1.119422e-22) (1.564832e-02 2.430281e-07 -2.885490e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501174e-21 -3.115264e-21 -5.359110e-14) (1.376479e-24 -2.831518e-22 1.381740e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.84         	((4.712829e-02 -1.914865e-06 1.119574e-22) (1.564815e-02 2.337563e-07 -2.884586e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501125e-21 -3.115224e-21 -5.395647e-14) (1.346635e-24 -2.831474e-22 1.385014e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.85         	((4.712763e-02 -1.978726e-06 1.119727e-22) (1.564798e-02 2.244722e-07 -2.883675e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501076e-21 -3.115184e-21 -5.430965e-14) (1.316750e-24 -2.831431e-22 1.388192e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.86         	((4.712696e-02 -2.045777e-06 1.119880e-22) (1.564781e-02 2.151412e-07 -2.882772e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.501026e-21 -3.115144e-21 -5.466060e-14) (1.286921e-24 -2.831387e-22 1.391274e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.87         	((4.712630e-02 -2.112686e-06 1.120032e-22) (1.564764e-02 2.057582e-07 -2.881867e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500977e-21 -3.115103e-21 -5.501516e-14) (1.257094e-24 -2.831343e-22 1.394261e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.88         	((4.712564e-02 -2.176930e-06 1.120184e-22) (1.564747e-02 1.963566e-07 -2.880962e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500928e-21 -3.115063e-21 -5.536544e-14) (1.227316e-24 -2.831299e-22 1.397151e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.89         	((4.712498e-02 -2.244988e-06 1.120336e-22) (1.564729e-02 1.868946e-07 -2.880057e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500878e-21 -3.115023e-21 -5.570303e-14) (1.197411e-24 -2.831255e-22 1.399943e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.9          	((4.712431e-02 -2.311676e-06 1.120490e-22) (1.564712e-02 1.773777e-07 -2.879149e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500829e-21 -3.114983e-21 -5.604216e-14) (1.167499e-24 -2.831212e-22 1.402638e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.91         	((4.712365e-02 -2.377447e-06 1.120643e-22) (1.564695e-02 1.678310e-07 -2.878242e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500780e-21 -3.114943e-21 -5.638165e-14) (1.137663e-24 -2.831168e-22 1.405236e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.92         	((4.712299e-02 -2.444798e-06 1.120797e-22) (1.564678e-02 1.582339e-07 -2.877335e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500730e-21 -3.114902e-21 -5.671384e-14) (1.107762e-24 -2.831124e-22 1.407734e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.93         	((4.712233e-02 -2.516834e-06 1.120946e-22) (1.564661e-02 1.485348e-07 -2.876439e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500681e-21 -3.114862e-21 -5.704091e-14) (1.077985e-24 -2.831081e-22 1.410134e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.94         	((4.712167e-02 -2.578004e-06 1.121100e-22) (1.564644e-02 1.388480e-07 -2.875526e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500633e-21 -3.114822e-21 -5.737031e-14) (1.048148e-24 -2.831037e-22 1.412434e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.95         	((4.712101e-02 -2.646417e-06 1.121253e-22) (1.564627e-02 1.291262e-07 -2.874623e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500583e-21 -3.114782e-21 -5.769541e-14) (1.018350e-24 -2.830993e-22 1.414633e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.96         	((4.712033e-02 -2.723464e-06 1.121406e-22) (1.564610e-02 1.192637e-07 -2.873727e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500533e-21 -3.114740e-21 -5.800752e-14) (9.883865e-25 -2.830950e-22 1.416733e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.97         	((4.711967e-02 -2.790097e-06 1.121559e-22) (1.564592e-02 1.093384e-07 -2.872823e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500484e-21 -3.114700e-21 -5.833429e-14) (9.586360e-25 -2.830906e-22 1.418732e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.98         	((4.711901e-02 -2.855855e-06 1.121711e-22) (1.564575e-02 9.941432e-08 -2.871920e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500435e-21 -3.114660e-21 -5.864581e-14) (9.289099e-25 -2.830863e-22 1.420628e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
32.99         	((4.711835e-02 -2.922491e-06 1.121863e-22) (1.564558e-02 8.947086e-08 -2.871017e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500385e-21 -3.114620e-21 -5.894893e-14) (8.991100e-25 -2.830819e-22 1.422422e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33            	((4.711768e-02 -2.990174e-06 1.122025e-22) (1.564541e-02 7.948005e-08 -2.870085e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500335e-21 -3.114579e-21 -5.925064e-14) (8.686384e-25 -2.830776e-22 1.424113e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.01         	((4.711702e-02 -3.058907e-06 1.122180e-22) (1.564524e-02 6.944129e-08 -2.869180e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500286e-21 -3.114539e-21 -5.955159e-14) (8.387880e-25 -2.830732e-22 1.425701e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.02         	((4.711636e-02 -3.125516e-06 1.122340e-22) (1.564507e-02 5.937210e-08 -2.868249e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500237e-21 -3.114499e-21 -5.985782e-14) (8.082887e-25 -2.830689e-22 1.427186e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.03         	((4.711570e-02 -3.191973e-06 1.122493e-22) (1.564490e-02 4.927941e-08 -2.867349e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500188e-21 -3.114459e-21 -6.012673e-14) (7.786630e-25 -2.830645e-22 1.428566e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.04         	((4.711504e-02 -3.258758e-06 1.122648e-22) (1.564473e-02 3.915493e-08 -2.866443e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500139e-21 -3.114418e-21 -6.043168e-14) (7.489010e-25 -2.830602e-22 1.429840e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.05         	((4.711438e-02 -3.328095e-06 1.122799e-22) (1.564456e-02 2.897442e-08 -2.865548e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500090e-21 -3.114378e-21 -6.074342e-14) (7.193032e-25 -2.830558e-22 1.431010e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.06         	((4.711372e-02 -3.396031e-06 1.122956e-22) (1.564439e-02 1.874290e-08 -2.864633e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.500041e-21 -3.114338e-21 -6.101803e-14) (6.892405e-25 -2.830515e-22 1.432074e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.07         	((4.711306e-02 -3.460818e-06 1.123111e-22) (1.564422e-02 8.507884e-09 -2.863722e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499991e-21 -3.114298e-21 -6.127560e-14) (6.593766e-25 -2.830472e-22 1.433033e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.08         	((4.711240e-02 -3.531137e-06 1.123265e-22) (1.564405e-02 -1.790096e-09 -2.862824e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499943e-21 -3.114258e-21 -6.159179e-14) (6.297349e-25 -2.830428e-22 1.433884e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.09         	((4.711174e-02 -3.594191e-06 1.123425e-22) (1.564388e-02 -1.208594e-08 -2.861900e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499893e-21 -3.114218e-21 -6.184443e-14) (5.996243e-25 -2.830385e-22 1.434629e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.1          	((4.711108e-02 -3.659893e-06 1.123583e-22) (1.564371e-02 -2.239282e-08 -2.860991e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499844e-21 -3.114178e-21 -6.210058e-14) (5.698201e-25 -2.830342e-22 1.435267e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.11         	((4.711043e-02 -3.727998e-06 1.123736e-22) (1.564353e-02 -3.274970e-08 -2.860089e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499796e-21 -3.114138e-21 -6.237522e-14) (5.401499e-25 -2.830299e-22 1.435797e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.12         	((4.710977e-02 -3.793335e-06 1.123892e-22) (1.564336e-02 -4.312979e-08 -2.859179e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499747e-21 -3.114098e-21 -6.263381e-14) (5.103303e-25 -2.830255e-22 1.436218e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.13         	((4.710911e-02 -3.858334e-06 1.124049e-22) (1.564319e-02 -5.352400e-08 -2.858268e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499698e-21 -3.114058e-21 -6.289066e-14) (4.805296e-25 -2.830212e-22 1.436531e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.14         	((4.710845e-02 -3.925143e-06 1.124206e-22) (1.564302e-02 -6.395365e-08 -2.857358e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499649e-21 -3.114018e-21 -6.316833e-14) (4.507143e-25 -2.830169e-22 1.436736e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.15         	((4.710779e-02 -3.991094e-06 1.124363e-22) (1.564285e-02 -7.441394e-08 -2.856447e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499600e-21 -3.113978e-21 -6.341128e-14) (4.208803e-25 -2.830126e-22 1.436832e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.16         	((4.710712e-02 -4.059501e-06 1.124530e-22) (1.564268e-02 -8.492838e-08 -2.855491e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499550e-21 -3.113937e-21 -6.365813e-14) (3.896936e-25 -2.830083e-22 1.436819e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.17         	((4.710646e-02 -4.126561e-06 1.124687e-22) (1.564251e-02 -9.548312e-08 -2.854579e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499501e-21 -3.113897e-21 -6.389953e-14) (3.597662e-25 -2.830040e-22 1.436696e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.18         	((4.710581e-02 -4.189567e-06 1.124846e-22) (1.564234e-02 -1.060287e-07 -2.853661e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499452e-21 -3.113857e-21 -6.410868e-14) (3.298746e-25 -2.829997e-22 1.436464e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.19         	((4.710515e-02 -4.252494e-06 1.125005e-22) (1.564217e-02 -1.165639e-07 -2.852744e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499403e-21 -3.113817e-21 -6.435330e-14) (3.000253e-25 -2.829954e-22 1.436120e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.2          	((4.710449e-02 -4.316735e-06 1.125164e-22) (1.564200e-02 -1.271122e-07 -2.851829e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499354e-21 -3.113778e-21 -6.461168e-14) (2.702011e-25 -2.829911e-22 1.435665e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.21         	((4.710384e-02 -4.377988e-06 1.125323e-22) (1.564183e-02 -1.376552e-07 -2.850911e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499306e-21 -3.113739e-21 -6.479730e-14) (2.403868e-25 -2.829868e-22 1.435100e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.22         	((4.710317e-02 -4.451154e-06 1.125482e-22) (1.564166e-02 -1.482883e-07 -2.850002e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499256e-21 -3.113698e-21 -6.501823e-14) (2.103522e-25 -2.829825e-22 1.434423e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.23         	((4.710251e-02 -4.524594e-06 1.125643e-22) (1.564149e-02 -1.590511e-07 -2.849093e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499206e-21 -3.113656e-21 -6.526218e-14) (1.803563e-25 -2.829782e-22 1.433636e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.24         	((4.710185e-02 -4.590728e-06 1.125803e-22) (1.564132e-02 -1.698599e-07 -2.848179e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499157e-21 -3.113617e-21 -6.546546e-14) (1.504679e-25 -2.829739e-22 1.432738e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.25         	((4.710119e-02 -4.658860e-06 1.125961e-22) (1.564115e-02 -1.806947e-07 -2.847268e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499108e-21 -3.113576e-21 -6.567588e-14) (1.206028e-25 -2.829696e-22 1.431728e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.26         	((4.710053e-02 -4.721368e-06 1.126123e-22) (1.564098e-02 -1.915065e-07 -2.846350e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499059e-21 -3.113537e-21 -6.588011e-14) (9.075522e-26 -2.829653e-22 1.430604e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.27         	((4.709988e-02 -4.787931e-06 1.126283e-22) (1.564081e-02 -2.023355e-07 -2.845439e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.499011e-21 -3.113497e-21 -6.607606e-14) (6.098444e-26 -2.829610e-22 1.429366e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.28         	((4.709922e-02 -4.851084e-06 1.126448e-22) (1.564065e-02 -2.131620e-07 -2.844500e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498962e-21 -3.113457e-21 -6.627079e-14) (3.056097e-26 -2.829567e-22 1.428015e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.29         	((4.709856e-02 -4.917729e-06 1.126608e-22) (1.564048e-02 -2.240208e-07 -2.843589e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498913e-21 -3.113417e-21 -6.642717e-14) (7.509063e-28 -2.829524e-22 1.426550e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.3          	((4.709788e-02 -4.984620e-06 1.126787e-22) (1.564031e-02 -2.349117e-07 -2.842595e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498862e-21 -3.113376e-21 -6.657466e-14) (-3.136091e-26 -2.829482e-22 1.424971e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.31         	((4.709721e-02 -5.045682e-06 1.126954e-22) (1.564014e-02 -2.457948e-07 -2.841643e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498812e-21 -3.113336e-21 -6.683889e-14) (-6.208255e-26 -2.829439e-22 1.423279e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.32         	((4.709656e-02 -5.109957e-06 1.127110e-22) (1.563997e-02 -2.566860e-07 -2.840754e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498764e-21 -3.113296e-21 -6.692698e-14) (-9.113147e-26 -2.829396e-22 1.421472e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.33         	((4.709590e-02 -5.175115e-06 1.127279e-22) (1.563980e-02 -2.676037e-07 -2.839801e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498715e-21 -3.113256e-21 -6.721455e-14) (-1.220149e-25 -2.829354e-22 1.419549e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.34         	((4.709524e-02 -5.238305e-06 1.127443e-22) (1.563963e-02 -2.785298e-07 -2.838873e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498666e-21 -3.113216e-21 -6.733852e-14) (-1.521048e-25 -2.829311e-22 1.417513e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.35         	((4.709458e-02 -5.300626e-06 1.127613e-22) (1.563946e-02 -2.894517e-07 -2.837928e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498616e-21 -3.113177e-21 -6.750638e-14) (-1.826577e-25 -2.829268e-22 1.415362e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.36         	((4.709392e-02 -5.365067e-06 1.127778e-22) (1.563929e-02 -3.003978e-07 -2.837002e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498568e-21 -3.113137e-21 -6.764311e-14) (-2.127334e-25 -2.829226e-22 1.413096e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.37         	((4.709326e-02 -5.433507e-06 1.127942e-22) (1.563912e-02 -3.114122e-07 -2.836079e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498519e-21 -3.113097e-21 -6.778341e-14) (-2.429102e-25 -2.829183e-22 1.410714e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.38         	((4.709262e-02 -5.500520e-06 1.128098e-22) (1.563895e-02 -3.224761e-07 -2.835193e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498471e-21 -3.113057e-21 -6.791956e-14) (-2.719477e-25 -2.829140e-22 1.408217e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.39         	((4.709195e-02 -5.558043e-06 1.128268e-22) (1.563878e-02 -3.335051e-07 -2.834240e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498421e-21 -3.113018e-21 -6.810536e-14) (-3.024677e-25 -2.829098e-22 1.405603e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.4          	((4.709128e-02 -5.612478e-06 1.128435e-22) (1.563861e-02 -3.444368e-07 -2.833304e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498372e-21 -3.112978e-21 -6.822467e-14) (-3.324291e-25 -2.829055e-22 1.402872e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.41         	((4.709063e-02 -5.673612e-06 1.128603e-22) (1.563844e-02 -3.553484e-07 -2.832374e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498323e-21 -3.112939e-21 -6.835057e-14) (-3.624323e-25 -2.829013e-22 1.400025e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.42         	((4.708997e-02 -5.736770e-06 1.128767e-22) (1.563827e-02 -3.663031e-07 -2.831455e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498275e-21 -3.112899e-21 -6.844328e-14) (-3.922343e-25 -2.828970e-22 1.397063e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.43         	((4.708932e-02 -5.796755e-06 1.128933e-22) (1.563810e-02 -3.772601e-07 -2.830528e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498226e-21 -3.112860e-21 -6.857451e-14) (-4.221275e-25 -2.828928e-22 1.393984e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.44         	((4.708866e-02 -5.857082e-06 1.129099e-22) (1.563793e-02 -3.882175e-07 -2.829602e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498178e-21 -3.112820e-21 -6.868424e-14) (-4.519917e-25 -2.828885e-22 1.390788e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.45         	((4.708801e-02 -5.916972e-06 1.129267e-22) (1.563776e-02 -3.991765e-07 -2.828672e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498129e-21 -3.112781e-21 -6.879222e-14) (-4.819567e-25 -2.828843e-22 1.387476e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.46         	((4.708736e-02 -5.975819e-06 1.129430e-22) (1.563759e-02 -4.101261e-07 -2.827760e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498081e-21 -3.112742e-21 -6.894461e-14) (-5.113343e-25 -2.828800e-22 1.384047e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.47         	((4.708670e-02 -6.033601e-06 1.129608e-22) (1.563743e-02 -4.210576e-07 -2.826791e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.498032e-21 -3.112703e-21 -6.904626e-14) (-5.422938e-25 -2.828758e-22 1.380502e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.48         	((4.708603e-02 -6.095018e-06 1.129780e-22) (1.563726e-02 -4.320146e-07 -2.825846e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497982e-21 -3.112663e-21 -6.913729e-14) (-5.727077e-25 -2.828716e-22 1.376841e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.49         	((4.708538e-02 -6.149639e-06 1.129949e-22) (1.563709e-02 -4.429401e-07 -2.824903e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497934e-21 -3.112624e-21 -6.923924e-14) (-6.028138e-25 -2.828674e-22 1.373063e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.5          	((4.708472e-02 -6.215945e-06 1.130120e-22) (1.563692e-02 -4.539217e-07 -2.823963e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497884e-21 -3.112584e-21 -6.932440e-14) (-6.333112e-25 -2.828631e-22 1.369168e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.51         	((4.708406e-02 -6.286766e-06 1.130276e-22) (1.563675e-02 -4.650415e-07 -2.823086e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497836e-21 -3.112543e-21 -6.936184e-14) (-6.622000e-25 -2.828589e-22 1.365157e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.52         	((4.708342e-02 -6.341232e-06 1.130447e-22) (1.563658e-02 -4.761229e-07 -2.822151e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497788e-21 -3.112505e-21 -6.943376e-14) (-6.920288e-25 -2.828546e-22 1.361030e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.53         	((4.708276e-02 -6.402517e-06 1.130619e-22) (1.563641e-02 -4.871913e-07 -2.821210e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497739e-21 -3.112465e-21 -6.956630e-14) (-7.223105e-25 -2.828504e-22 1.356784e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.54         	((4.708210e-02 -6.466453e-06 1.130787e-22) (1.563624e-02 -4.983085e-07 -2.820284e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497691e-21 -3.112426e-21 -6.960912e-14) (-7.523102e-25 -2.828462e-22 1.352421e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.55         	((4.708145e-02 -6.524804e-06 1.130957e-22) (1.563607e-02 -5.094203e-07 -2.819349e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497642e-21 -3.112387e-21 -6.964988e-14) (-7.823091e-25 -2.828420e-22 1.347941e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.56         	((4.708080e-02 -6.589147e-06 1.131126e-22) (1.563591e-02 -5.205687e-07 -2.818425e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497594e-21 -3.112347e-21 -6.975290e-14) (-8.122490e-25 -2.828377e-22 1.343342e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.57         	((4.708014e-02 -6.646429e-06 1.131298e-22) (1.563574e-02 -5.317017e-07 -2.817486e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497545e-21 -3.112308e-21 -6.975236e-14) (-8.423097e-25 -2.828335e-22 1.338627e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.58         	((4.707949e-02 -6.707522e-06 1.131469e-22) (1.563557e-02 -5.428430e-07 -2.816553e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497496e-21 -3.112269e-21 -6.984499e-14) (-8.723195e-25 -2.828293e-22 1.333793e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.59         	((4.707883e-02 -6.763308e-06 1.131643e-22) (1.563540e-02 -5.539514e-07 -2.815608e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497448e-21 -3.112230e-21 -6.987468e-14) (-9.024756e-25 -2.828251e-22 1.328842e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.6          	((4.707818e-02 -6.820203e-06 1.131818e-22) (1.563523e-02 -5.650353e-07 -2.814663e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497399e-21 -3.112190e-21 -6.993731e-14) (-9.326455e-25 -2.828209e-22 1.323772e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.61         	((4.707752e-02 -6.871772e-06 1.131990e-22) (1.563506e-02 -5.760492e-07 -2.813732e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497351e-21 -3.112152e-21 -6.989702e-14) (-9.622433e-25 -2.828167e-22 1.318585e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
33.62         	((4.707687e-02 -6.927152e-06 1.132163e-22) (1.563489e-02 -5.870407e-07 -2.812800e-23) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.497303e-21 -3.112113e-21 -6.991876e-14) (-9.919712e-25 -2.828125e-22 1.313280e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
